Graph
Time (Seconds),Data (Degrees)
11.000000,-65.872307
11.050000,-66.641083
11.100000,-67.303055
11.150001,-67.845917
11.200000,-68.282387
11.250000,-68.618187
11.300000,-68.844406
11.350000,-68.965904
11.400001,-68.967232
11.450000,-68.864250
11.500000,-68.657097
11.550000,-68.337387
11.600000,-67.915100
11.650001,-67.381828
11.700000,-66.738083
11.750000,-65.989716
11.800000,-65.127289
11.850000,-64.144257
11.900001,-63.058704
11.950000,-61.864910
12.000000,-60.552784
12.050000,-59.132751
12.100000,-57.592403
12.150001,-55.943775
12.200000,-54.175884
12.250000,-52.297665
12.300000,-50.300804
12.350000,-48.191132
12.400001,-45.965496
12.450000,-43.627872
12.500000,-41.170818
12.550000,-38.602982
12.600000,-35.913387
12.650001,-33.113857
12.700000,-30.147556
12.750000,-27.076334
12.800000,-23.915863
12.850000,-20.627813
12.900001,-17.213436
12.950000,-13.719988
13.000000,-10.084575
13.050000,-6.331419
13.100000,-2.429933
13.150001,1.564648
13.200000,5.682126
13.250000,9.927670
13.300000,14.289284
13.350000,18.778400
13.400001,23.371469
13.450000,28.047693
13.500000,32.728878
13.550000,37.377388
13.600000,42.012516
13.650001,46.593559
13.700000,51.186481
13.750000,55.756844
13.800000,60.275806
13.850000,64.770752
13.900001,69.230522
13.950000,73.664413
14.000000,78.082062
14.050000,82.470009
14.100000,86.833405
14.150001,91.165733
14.200000,95.470139
14.250000,99.771484
14.300000,104.012451
14.350000,108.235970
14.400001,112.439911
14.450000,116.626823
14.500000,120.790733
14.550000,124.900543
14.600000,128.993652
14.650001,133.067154
14.700000,137.125809
14.750000,141.147079
14.800000,145.155304
14.850000,149.122330
14.900001,153.073822
14.950000,156.996414
15.000000,160.911209
15.050000,164.796921
15.100000,168.677658
15.150001,172.511627
15.200000,176.318726
15.250000,-179.869888
15.300000,-176.099884
15.350000,-172.303909
15.400001,-168.399292
15.450000,-164.380081
15.500000,-160.242310
15.550000,-155.977432
15.600000,-151.586502
15.650001,-147.061386
15.700000,-142.413254
15.750000,-137.624954
15.800000,-132.748917
15.850000,-127.676796
15.900001,-122.507820
15.950000,-117.216141
16.000000,-111.791252
16.049999,-106.234192
16.099998,-100.537636

