Graph0
Time (Seconds),Data (Degrees)
11.800000,0.976662
11.850000,0.987072
11.900001,0.974873
11.950000,0.966362
12.000000,0.977468
12.050000,0.943290
12.100000,0.969286
12.150001,0.963180
12.200000,0.951363
12.250000,0.974149
12.300000,0.951145
12.350000,0.983274
12.400001,0.975365
12.450000,0.948741
12.500000,0.963548
12.550000,-0.169594
12.600000,-0.599554
12.650001,-0.732647
12.700000,-0.814650
12.750000,-0.846821
12.800000,-0.865043
12.850000,-0.849607
12.900001,-0.873117
12.950000,-0.840168
13.000000,-0.841575
13.050000,-0.807615
13.100000,-0.829363
13.150001,-0.835305
13.200000,-0.827436
13.250000,-0.838419
13.300000,-0.864142
13.350000,-0.822191
13.400001,-0.841110
13.450000,-0.857230
13.500000,-0.853418
13.550000,-0.831002
13.600000,-0.796946
13.650001,-0.783983
13.700000,-0.814609
13.750000,-0.788791
13.800000,-0.795007
13.850000,-0.835114
13.900001,-0.857462
13.950000,-0.828065
14.000000,-0.832341
14.050000,-0.847695
14.100000,-0.817300
14.150001,-0.805252
14.200000,-0.827177
14.250000,-0.807014
14.300000,-0.797083
14.350000,-0.799310
14.400001,0.373639
14.450000,0.824868
14.500000,0.947279
14.550000,0.991661
14.600000,1.022548
14.650001,1.023927
14.700000,0.993547
14.750000,0.984736
14.800000,1.004270
14.850000,0.981990
14.900001,0.966540
14.950000,0.955871
15.000000,0.925217
15.050000,0.964983
15.100000,0.983383
15.150001,0.976867
15.200000,1.001470

