Graph0
Time (Seconds),Data (Degrees)
9.550000,0.815415
9.600000,0.806481
9.650001,0.828010
9.700000,0.799255
9.750000,0.853296
9.800000,0.850782
9.850000,0.787903
9.900001,0.790758
9.950000,0.828406
10.000000,0.768273
10.050000,0.806195
10.100000,0.792507
10.150001,0.853692
10.200000,0.889263
10.250000,0.902951
10.300000,0.896995
10.350000,0.894099
10.400001,0.897542
10.450000,0.893484
10.500000,0.891326
10.550000,0.873035
10.600000,0.894919
10.650001,0.875862
10.700000,0.867120
10.750000,0.869005
10.800000,0.872338
10.850000,0.874032
10.900001,0.868950
10.950000,0.875999
11.000000,0.874824
11.050000,0.891572
11.100000,0.896572
11.150001,0.895561
11.200000,0.902049
11.250000,0.908757
11.300000,0.913756
11.350000,0.921720
11.400001,0.932731
11.450000,0.939752
11.500000,0.966240
11.550000,0.959245
11.600000,0.981922
11.650001,0.957647
11.700000,0.972769
11.750000,0.928031
11.800000,0.923537
11.850000,0.926133
11.900001,0.923824
11.950000,0.941651
12.000000,0.941282
12.050000,0.932567
12.100000,0.965338
12.150001,0.947142
12.200000,0.951118
12.250000,0.960229
12.300000,0.957620
12.350000,0.994885
12.400001,0.998355
12.450000,0.993164
12.500000,0.982277
12.550000,0.979080
12.600000,1.000049
12.650001,0.965625
12.700000,1.001907
12.750000,0.987782
12.800000,1.005049
12.850000,0.979394
12.900001,0.966226
12.950000,0.959027
13.000000,-0.125389
13.050000,-0.589623
13.100000,-0.708933
13.150001,-0.800812
13.200000,-0.841165
13.250000,-0.845741
13.300000,-0.793217
13.350000,-0.839676
13.400001,-0.838706
13.450000,-0.833392
13.500000,-0.805990
13.550000,-0.815292
13.600000,-0.796482
13.650001,-0.819022
13.700000,-0.843160
13.750000,-0.797575
13.800000,-0.805115
13.850000,-0.812861
13.900001,-0.768683
13.950000,-0.815675
14.000000,-0.845687
14.050000,-0.796086
14.100000,-0.797670
14.150001,-0.789556
14.200000,-0.814828
14.250000,-0.817492
14.300000,-0.798736
14.350000,-0.797247
14.400001,-0.794023
14.450000,-0.794706
14.500000,-0.786742
14.550000,0.348804
14.600000,0.821726
14.650001,0.923141
14.700000,0.940667
14.750000,0.962333
14.800000,1.000104
14.850000,0.995992
14.900001,1.006169
14.950000,0.986853
15.000000,0.984476

