Graph0
Time (Seconds),Data (Degrees)
11.750000,0.782070
11.800000,0.795635
11.850000,0.814609
11.900001,0.821590
11.950000,0.817970
12.000000,0.819718
12.050000,0.815743
12.100000,0.812656
12.150001,0.809050
12.200000,0.810648
12.250000,0.809705
12.300000,0.826371
12.350000,0.815893
12.400001,0.821344
12.450000,0.822806
12.500000,0.840004
12.550000,0.834772
12.600000,0.830893
12.650001,0.832573
12.700000,0.865440
12.750000,0.891982
12.800000,0.915013
12.850000,0.951404
12.900001,0.985077
12.950000,0.962223
13.000000,0.956131
13.050000,0.936036
13.100000,0.930572
13.150001,0.968808
13.200000,0.969504
13.250000,0.956773
13.300000,0.945148
13.350000,0.967455
13.400001,-0.195111
13.450000,-0.625222
13.500000,-0.740857
13.550000,-0.755801
13.600000,-0.826111
13.650001,-0.869128
13.700000,-0.840455
13.750000,-0.837846
13.800000,-0.807164
13.850000,-0.794228
13.900001,-0.836794
13.950000,-0.857107
14.000000,-0.816372
14.050000,-0.843501
14.100000,-0.806249
14.150001,-0.827532
14.200000,-0.785649
14.250000,-0.826098
14.300000,-0.829048
14.350000,-0.795130
14.400001,-0.828529
14.450000,-0.816426
14.500000,-0.808735
14.550000,-0.767440
14.600000,-0.785786
14.650001,-0.838474
14.700000,-0.848952
14.750000,-0.813872
14.800000,-0.815115
14.850000,-0.781114
14.900001,-0.807233
14.950000,-0.819882
15.000000,-0.804118
15.050000,-0.809678
15.100000,-0.781182
15.150001,-0.808735
15.200000,-0.814746
15.250000,-0.797110
15.300000,0.382108
15.350000,0.822532
15.400001,0.923155
15.450000,0.961240
15.500000,0.963507
15.550000,0.978302
15.600000,1.024064
15.650001,1.038817
15.700000,1.004051
15.750000,1.025061
15.800000,0.989435
15.850000,1.009666
15.900001,1.007152
15.950000,0.943741
16.000000,0.992249
16.049999,0.992290
16.099998,1.004461

