Graph
Time (Seconds),Data (Degrees)
11.100000,-62.399864
11.150001,-61.053513
11.200000,-59.583553
11.250000,-57.990917
11.300000,-56.287910
11.350000,-54.466022
11.400001,-52.517395
11.450000,-50.486649
11.500000,-48.304600
11.550000,-45.989090
11.600000,-43.560520
11.650001,-41.037170
11.700000,-38.387985
11.750000,-35.583939
11.800000,-32.675549
11.850000,-29.651176
11.900001,-26.513727
11.950000,-23.260290
12.000000,-19.855467
12.050000,-16.330734
12.100000,-12.709506
12.150001,-8.968514
12.200000,-5.086737
12.250000,-1.078664
12.300000,3.021848
12.350000,7.277540
12.400001,11.631377
12.450000,16.111471
12.500000,20.709717
12.550000,25.431133
12.600000,30.221189
12.650001,35.009403
12.700000,39.778156
12.750000,44.512833
12.800000,49.245502
12.850000,53.944614
12.900001,58.638935
12.950000,63.266594
13.000000,67.891045
13.050000,72.467140
13.100000,77.009666
13.150001,81.543015
13.200000,86.056488
13.250000,90.522728
13.300000,94.973206
13.350000,99.402962
13.400001,103.783569
13.450000,108.145218
13.500000,112.472313
13.550000,116.799500
13.600000,121.096046
13.650001,125.358482
13.700000,129.579163
13.750000,133.788345
13.800000,137.993011
13.850000,142.154099
13.900001,146.282562
13.950000,150.391190
14.000000,154.502411
14.050000,158.580811
14.100000,162.629486
14.150001,166.659409
14.200000,170.671814
14.250000,174.636414
14.300000,178.607452
14.350000,-177.454651
14.400001,-173.536469
14.450000,-169.591583
14.500000,-165.555649
14.550000,-161.400803
14.600000,-157.102844
14.650001,-152.697189
14.700000,-148.146347
14.750000,-143.484116
14.800000,-138.677414
14.850000,-133.762924
14.900001,-128.687057
14.950000,-123.521049
15.000000,-118.209579
15.050000,-112.761208
15.100000,-107.185333
15.150001,-101.480087
15.200000,-95.653732

